	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127
																									96000	90496	62912	56768	56444	52992	49152	41728	41728	41472	41472	40320	39136	30448	29440	28800	28452	27648	26672	26496	26128	25856	23360	23360	23360	22848	19392	17704	17152	16328	16328	14848	14820	13248	13248	12784	12544	12544	12288	9760	8896	8168	8128	8080	8080	7820	7820	7568	6816	6624	6624	6592	6336	6288	6288	6144	5824	5824	5824	5812	5504	5152	5152	5016	4928	4796	4672	4656	4608	4608	4608	4608	4608	4576	4576	4448	4448	4448	4448	4448	4416	4416	4336	4256	4240	4240	4176	4088	4088	4088	4072	4072	3984	3984	3888	3888	3872	3680	3668	3668	3668	3632	3600
																										96000	88852	61184	56768	54912	51200	42752	42752	41728	41728	41472	40320	39136	30448	29440	28800	28452	27648	26672	26176	26112	25856	25856	25856	23360	22848	18560	17704	16896	16896	14952	14848	14820	14820	12980	12784	12784	12544	10240	8960	8860	8168	8128	8128	8080	8080	7820	7568	6816	6816	6624	6592	6336	6336	6288	6144	6144	6144	5824	5812	5504	5504	5152	5016	4928	4796	4672	4656	4656	4656	4656	4656	4608	4608	4576	4576	4576	4576	4576	4448	4448	4416	4336	4256	4256	4240	4176	4176	4176	4088	4088	4072	4072	3984	3984	3888	3872	3680	3680	3680	3668	3632
																											90496	62912	61184	56444	52992	49152	49152	42752	42752	41728	41472	40320	39136	30448	29440	28800	28452	27648	26496	26128	26112	26112	26112	25856	23360	19392	18560	17152	17152	16328	14952	14848	14848	13248	12980	12980	12784	12288	9760	8896	8860	8168	8168	8128	8128	8080	7820	7568	7568	6816	6624	6592	6592	6336	6288	6288	6288	6144	5824	5812	5812	5504	5152	5016	4928	4796	4672	4668	4668	4668	4668	4656	4656	4608	4608	4608	4608	4608	4576	4576	4448	4416	4336	4336	4256	4240	4240	4240	4176	4176	4088	4088	4072	4072	3984	3888	3872	3872	3872	3680	3668
																											96000	88852	62912	56768	54912	51200	51200	49152	49152	42752	41728	41472	40320	39136	30448	29056	28800	28452	26672	26176	26128	26128	26128	26112	25856	22848	19392	17704	17704	16896	16328	14952	14952	14820	13248	13248	12980	12544	10240	8960	8896	8860	8860	8168	8168	8128	8080	7820	7820	7568	6816	6624	6624	6592	6336	6336	6336	6288	6144	5824	5824	5812	5504	5152	5016	4928	4796	4672	4672	4672	4672	4668	4668	4656	4656	4656	4640	4640	4608	4608	4576	4576	4416	4352	4272	4256	4256	4256	4240	4240	4176	4176	4088	4088	4072	3984	3888	3888	3888	3872	3680
																												90496	74240	61184	56444	52992	52992	51200	51200	49152	42752	41728	41472	40320	34732	29440	29056	28800	27648	26496	26176	26176	26176	26128	26112	23360	22848	18560	18560	17152	16896	16328	16328	14848	14820	14820	13248	12784	12288	9760	8960	8896	8896	8860	8860	8168	8128	8080	8080	7820	7568	6816	6816	6624	6592	6592	6592	6336	6288	6144	6144	5824	5812	5504	5152	5016	4928	4796	4796	4796	4796	4672	4672	4668	4668	4668	4668	4668	4640	4640	4608	4608	4576	4416	4336	4272	4272	4272	4256	4256	4240	4240	4176	4176	4088	4072	3984	3984	3984	3888	3872
																												96000	88852	62912	56768	54912	54912	52992	52992	51200	49152	42752	41728	41472	39136	30448	29440	29056	28452	26672	26496	26496	26496	26176	26128	25856	23360	19392	19392	17704	17152	16896	16896	14952	14848	14848	14820	12980	12544	10240	9760	8960	8960	8896	8896	8860	8168	8128	8128	8080	7820	7568	7568	6816	6624	6624	6624	6592	6336	6288	6288	6144	5824	5812	5504	5152	5016	4928	4928	4928	4928	4796	4796	4672	4672	4672	4672	4672	4668	4668	4640	4640	4608	4576	4352	4336	4336	4336	4272	4272	4256	4256	4240	4240	4176	4088	4072	4072	4072	3984	3888
																													90496	74240	61184	56444	55216	53504	53504	52992	51200	44000	42752	41728	40320	34732	30448	29440	28800	27648	26672	26672	26672	26496	26176	26112	25856	22848	22848	18560	17704	17152	17152	16328	14952	14952	14848	13248	12784	12288	10240	9760	9760	8960	8960	8896	8860	8168	8168	8128	8080	7820	7820	7568	6816	6816	6816	6624	6592	6336	6336	6288	6144	5824	5812	5504	5152	5016	5016	4960	4960	4928	4928	4796	4796	4796	4796	4796	4672	4672	4668	4668	4640	4608	4416	4352	4352	4352	4336	4336	4272	4272	4256	4256	4240	4176	4088	4088	4088	4088	3984
																													96000	88852	62912	56768	56444	54912	54912	53504	52992	49152	44000	42752	41472	39136	34732	30448	29056	28452	27648	27648	27648	26672	26496	26128	26112	23360	23360	19392	18560	17704	17704	16896	16328	16328	14952	14820	12980	12544	12288	10240	10240	9760	9760	8960	8896	8860	8860	8168	8128	8080	8080	7820	7568	7568	7568	6816	6624	6388	6388	6336	6288	6144	5824	5812	5504	5152	5152	5016	5016	4960	4960	4928	4928	4928	4928	4928	4796	4796	4672	4672	4668	4640	4576	4416	4416	4416	4352	4352	4336	4336	4272	4272	4256	4240	4096	4096	4096	4096	4088
																														90496	74240	61184	56768	55216	55204	54912	53504	51200	49152	43824	41728	40320	39136	34732	29440	28800	28452	28452	28452	27648	26672	26176	26128	25856	25856	22848	19392	18560	18560	17152	16896	16896	16328	14848	13248	12784	12544	12288	12288	10240	10240	9760	8960	8896	8896	8860	8168	8128	8128	8080	7820	7820	7820	7568	6816	6592	6592	6388	6336	6288	6144	5824	5812	5504	5328	5152	5152	5016	5008	4960	4960	4960	4960	4960	4928	4928	4796	4796	4672	4668	4608	4576	4576	4576	4416	4416	4352	4352	4336	4336	4272	4256	4176	4176	4176	4176	4096
																														96000	88852	62912	61184	56444	56444	55204	54912	52992	51200	44000	42752	41472	40320	39136	30448	29056	28800	28800	28800	28452	27648	26496	26176	26112	26112	23360	22848	19184	19184	17704	17152	17152	16896	14952	14820	12980	12784	12544	12544	12288	12288	10240	9760	8960	8960	8896	8860	8168	8168	8128	8080	8080	8080	7820	7568	6624	6624	6592	6388	6336	6288	6144	5824	5812	5504	5328	5328	5152	5016	5008	5008	5008	5008	5008	4960	4960	4928	4928	4796	4672	4640	4608	4608	4608	4576	4576	4416	4416	4352	4352	4336	4272	4240	4240	4240	4240	4176
Maximum	26112	26128	26128	49152	49152	62912	62912	62912	62912	62912	62912	62912	90496	90496	96000	96000	96000	96000	96000	96000	96000	96000	96000	96000	96000	96000	96000	96000	96000	96000	88852	62912	61184	56444	56444	55204	54912	52992	51200	44000	42752	41472	40320	39136	30448	29056	28800	28800	28800	28452	27648	26496	26176	26112	26112	23360	22848	19184	19184	17704	17152	17152	16896	14952	14820	12980	12784	12544	12544	12288	12288	10240	9760	8960	8960	8896	8860	8168	8168	8128	8080	8080	8080	7820	7568	6624	6624	6592	6388	6336	6288	6144	5824	5812	5504	5328	5328	5152	5016	5008	5008	5008	5008	5008	4960	4960	4928	4928	4796	4672	4640	4608	4608	4608	4576	4576	4416	4416	4352	4352	4336	4272	4240	4240	4240	4240	4176
Average	14512	18384	14940	21782.4	22461.33333	28240	25502	26878.4	24377.33333	24028.57143	22738.13333	24701.17647	27536.84211	27706.28571	29800	29451.2	29451.2	29308.74074	28848.82759	27520	27086.66667	28224.68571	28932	28872.52632	28918.1	28290.43902	27724.74419	27349.42222	27889.10638	27912.89796	24474.85714	22044.40816	21887.34694	21394.93878	21394.69388	20638.53061	19563.5102	18551.91837	18071.26531	16942.61224	16325.38776	15329.46939	14816.32653	14083.59184	13193.38776	12274.93878	12060.73469	12060.73469	12060.73469	11518.69388	10938.04082	10077.79592	9569.387755	8877.877551	8877.877551	8209.306122	7941.55102	7653.877551	7653.877551	7162.285714	6820.244898	6820.244898	6524.408163	6064.489796	5633.632653	5387.102041	5222.77551	4999.428571	4999.428571	4776.081633	4776.081633	4588	4491.346939	4382.938776	4382.938776	4318.693878	4239.510204	4101.795918	4101.795918	3957.959184	3878.612245	3878.612245	3878.612245	3787.836735	3683.428571	3601.55102	3601.55102	3489.22449	3408.081633	3352.571429	3282.367347	3247.428571	3166.77551	3143.183673	3133.306122	3122.204082	3119.591837	3010.857143	3007.918367	2994.040816	2994.040816	2994.040816	2990.612245	2990.612245	2956.653061	2956.653061	2938.530612	2932.979592	2901.632653	2892.571429	2868.489796	2793.673469	2793.673469	2793.673469	2748.408163	2748.408163	2730.122449	2730.122449	2659.673469	2659.673469	2591.346939	2565.469388	2489.22449	2489.22449	2489.22449	2472.244898	2458.489796
Minimum	2912	2912	2912	2912	2912	2912	2912	2912	2912	2400	2400	2400	2400	1864	1864	1864	1864	1864	1864	1864	1864	1864	1864	1864	1864	1864	1864	1864	1864	1864	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
																																																																																																																															
